dataset,experiment,alpha,volume_with_bayes_levelset,volume_without_bayes_levelset,volume_one_covariance_known,volume_ot_known,volume_MVCS_known,coverage_with_bayes_levelset,coverage_without_bayes_levelset,coverage_one_covariance_known,coverage_ot_known,coverage_MVCS_known,ERT_with_bayes_levelset,ERT_without_bayes_levelset,ERT_one_covariance_known,ERT_ot_known,ERT_MVCS_known,WSC_with_bayes_levelset,WSC_without_bayes_levelset,WSC_one_covariance_known,WSC_ot_known,WSC_MVCS_known,time_with_bayes_levelset,time_one_covariance_known,time_ot_known,time_MVCS_known,volume_HDR_known,coverage_HDR_known,ERT_HDR_known,WSC_HDR_known,time_HDR_known,time_MVCS
house,2,0.1,0.7409422,0.90810055,1.0839647,1.2196637798309329,1.069645,0.8903792784458835,0.8889916743755781,0.8862164662349676,0.8820536540240518,0.8843663334846497,0.0309945684723914,0.0483887209709548,0.0966628222931095,0.084824868854154,0.0971339130407219,0.7788018584251404,0.7327188849449158,0.6788991093635559,0.6880733966827393,0.6376146674156189,0.0187103748321533,0.0077121257781982,0.3295817375183105,0.1133894920349121,1.1098809242248535,0.9019426703453064,0.0313685774033312,0.8018433451652527,1899.4867737293243,0.1133894920349121
house,1,0.1,0.71955144,0.95494264,1.1684395,1.6512961833477031,0.94738215,0.8973172987974098,0.9130434782608696,0.9176688251618872,0.9167437557816835,0.9070305228233336,0.0161012765602298,0.0393165783352016,0.0667004646114751,0.0645719049969238,0.0717969034513653,0.7782805562019348,0.7834101319313049,0.7465437650680542,0.7488584518432617,0.7695852518081665,0.0213720798492431,0.009037971496582,0.5005385875701904,0.1171135902404785,1.1839945316314695,0.9047178626060486,0.0327512685828004,0.8110598921775818,818.7965450286865,0.1171135902404785
house,7,0.1,0.7171632,0.87445617,1.0745889,1.3287208067893983,1.0068493,0.883441258094357,0.8982423681776133,0.8996299722479186,0.8950046253469011,0.9093431830406188,0.0188674977312911,0.0346884420560756,0.067994407102811,0.0726133418803585,0.0659571571747665,0.7834101319313049,0.7788018584251404,0.7281106114387512,0.7235022783279419,0.7247706651687622,0.0171024799346923,0.0071868896484375,0.4205493927001953,0.1462938785552978,1.186299204826355,0.9185938835144044,0.0457997727400222,0.8227272629737854,1875.5788791179657,0.1462938785552978
house,3,0.1,0.75045323,0.93362564,1.1095954,0.9593933701515202,1.0097953,0.9074930619796484,0.910268270120259,0.912118408880666,0.9061054579093432,0.9153561592102052,0.0421719784049785,0.0415368738821213,0.0725273825991052,0.0643856482521195,0.0654016033626889,0.8110598921775818,0.8018433451652527,0.7373272180557251,0.7281106114387512,0.7351598143577576,0.0163133144378662,0.0083100795745849,0.5080294609069824,0.150447130203247,1.1595616340637207,0.912118434906006,0.0353453646218253,0.8035714030265808,1769.9285244941711,0.150447130203247
house,8,0.1,0.722452,0.8801378,1.0156338,1.2993091342926029,0.96774846,0.9056429232192414,0.8945420906567992,0.8926919518963923,0.8829787234042553,0.8959296941757202,0.0193332554918595,0.0342239796768639,0.0768807281749648,0.0735469625082041,0.0782711126186229,0.8018433451652527,0.7834101319313049,0.695852518081665,0.6682027578353882,0.7373272180557251,0.0190081596374511,0.0063338279724121,0.480677843093872,0.1572310924530029,1.140986680984497,0.8880665898323059,0.0414517572777844,0.7926267385482788,1797.4062654972076,0.1572310924530029
house,4,0.1,0.7469941,0.88969207,1.0321865,1.304413521671295,0.99514043,0.9111933395004626,0.910268270120259,0.900555041628122,0.8996299722479186,0.9010175466537476,0.0278526329436443,0.0469788818552194,0.0720599274567099,0.0741914795048374,0.0831575665558264,0.8202764987945557,0.7788018584251404,0.7373272180557251,0.7142857313156128,0.7096773982048035,0.0209307670593261,0.0078403949737548,0.4643573760986328,0.1655349731445312,1.1814779043197632,0.9084181189537048,0.0401475578656138,0.7847533822059631,1797.500016450882,0.1655349731445312
house,0,0.1,0.74068457,0.87236375,1.0360641,1.2723104438781745,0.9811422,0.902867715078631,0.8839037927844589,0.8950046253469011,0.908418131359852,0.9000924825668335,0.0301683010243643,0.0438531798388407,0.0730921290926402,0.0611598745257378,0.0753209807637025,0.800000011920929,0.7327188849449158,0.7050691246986389,0.7351598143577576,0.7257384061813354,0.0180346965789794,0.0070381164550781,0.4666502475738525,0.1635785102844238,1.086840033531189,0.8913043737411499,0.0281222739639054,0.7798165082931519,808.216498374939,0.1635785102844238
house,6,0.1,0.7038437,0.8794298,1.0754737,1.2929167918205262,0.8480814,0.8917668825161887,0.9014801110083256,0.9074930619796484,0.9014801110083256,0.8977798223495483,0.033304039939579,0.031362807590869,0.0793674729129081,0.0728045163874181,0.0732531506558315,0.7695852518081665,0.7625570893287659,0.7004608511924744,0.7021276354789734,0.695852518081665,0.0181291103363037,0.0091094970703125,0.5301840305328369,0.1522562503814697,1.1757159233093262,0.909805715084076,0.0357995550847218,0.8018433451652527,1930.864317655564,0.1522562503814697
house,5,0.1,0.8072608,0.97312117,1.154574,1.4910263252258302,1.0106108,0.8889916743755781,0.8926919518963923,0.8862164662349676,0.8889916743755781,0.8843663334846497,0.0212702060895973,0.0429180602405958,0.0841895545719932,0.0682828732926569,0.0872342030462232,0.767123281955719,0.7272727489471436,0.693617045879364,0.7106382846832275,0.6820276379585266,0.0241799354553222,0.0102994441986083,0.5877151489257812,0.1856343746185302,1.1059967279434204,0.8959296941757202,0.0302442071912694,0.8064516186714172,1877.3974628448489,0.1856343746185302
house,2,0.05,0.9592275,1.1644237,1.543941,1.9442431896686545,1.2702144,0.9481961147086032,0.942645698427382,0.9486586493987048,0.946345975948196,0.9463459849357604,0.0225328266764664,0.0353902590615379,0.0430195284175532,0.0408004062310958,0.0395504057130794,0.831932783126831,0.7339449524879456,0.7155963182449341,0.7567567825317383,0.7247706651687622,0.0211689472198486,0.0080006122589111,0.3258731365203857,0.1120755672454834,1.3908435106277466,0.9495837092399596,0.0172565466158659,0.8256880640983582,917.9174592494963,0.1120755672454834
house,9,0.1,0.7548632,0.93088317,1.1816071,1.572598011779785,1.0043588,0.9195189639222942,0.910268270120259,0.9130434782608696,0.9241443108233116,0.9084181189537048,0.0367319009455671,0.0438461322847541,0.0685416244765097,0.0730728887018355,0.0583763250603299,0.8219178318977356,0.75,0.7788018584251404,0.7929515242576599,0.7695852518081665,0.0213050842285156,0.0089144706726074,0.4678516387939453,0.159797191619873,1.191345453262329,0.908880650997162,0.0346826706962685,0.814479649066925,917.505199432373,0.159797191619873
rf1,5,0.1,0.26366132,0.30974627,0.78454417,0.6120891672883437,0.29115584,0.901531728665208,0.9091903719912472,0.9026258205689278,0.8905908096280087,0.8884026408195496,0.0060914052769005,0.0205584625807537,0.1299405637234386,0.0343661821962999,0.092955032245666,0.7446808218955994,0.739130437374115,0.554347813129425,0.717391312122345,0.53125,0.0307161808013916,0.0071697235107421,17.041473150253296,0.1080090999603271,0.447050541639328,0.8949671983718872,0.0616837901953984,0.695652186870575,447.7365584373474,0.1080090999603271
rf1,6,0.1,0.24700868,0.30306047,0.7486771,0.5266454556377148,0.2998788,0.888402625820569,0.9026258205689278,0.888402625820569,0.888402625820569,0.8884026408195496,0.0094337342516019,-0.0203614911123674,0.1297484058378294,0.0663015757853767,0.1185600318415046,0.7368420958518982,0.75789475440979,0.4673913121223449,0.6489361524581909,0.5,0.0292620658874511,0.0062592029571533,14.274401664733888,0.0647351741790771,0.4681899845600128,0.9048140048980712,0.0391665256210242,0.7419354915618896,456.9892973899841,0.0647351741790771
house,1,0.05,0.92278004,1.2285544,1.5857335,2.350668684530259,1.1736996,0.9569842738205364,0.962072155411656,0.9551341350601296,0.95790934320074,0.9505087733268738,0.0115577232774202,0.0230296884284293,0.0364077127053243,0.0305737377864934,0.0313166155568671,0.8165137767791748,0.8165137767791748,0.7747747898101807,0.7981651425361633,0.7857142686843872,0.0204184055328369,0.0120058059692382,0.412386417388916,0.1189358234405517,1.5003312826156616,0.9546716213226318,0.0196040809010482,0.8256880640983582,1935.7239689826963,0.1189358234405517
house,7,0.05,0.8970838,1.1204573,1.4360896,2.3048242461204533,1.2484993,0.9431082331174838,0.9514338575393154,0.9412580943570767,0.9491211840888066,0.9532840251922609,0.0049972189593362,0.0262730995183086,0.0540202984385133,0.0383417858353031,0.0386209539680992,0.8348624110221863,0.8073394298553467,0.7256637215614319,0.7614678740501404,0.8173912763595581,0.0152556896209716,0.0059947967529296,0.4744727611541748,0.1349411010742187,1.5071901082992554,0.9620721340179444,0.0306681479282053,0.8695651888847351,3933.568788766861,0.1349411010742187
house,3,0.05,0.96722126,1.2492883,1.5418649,2.00321798324585,1.2666106,0.9588344125809436,0.9588344125809436,0.9574468085106383,0.9551341350601296,0.9560592174530028,0.0260364882545387,0.0264034357343479,0.0425061010370435,0.0414026884418661,0.0409353412142893,0.8256880640983582,0.8440366983413696,0.7339449524879456,0.6972476840019226,0.7798165082931519,0.0135679244995117,0.0091242790222167,0.4594457149505615,0.149590253829956,1.4593127965927124,0.9629971981048584,0.0118486530327448,0.8440366983413696,894.2113258838654,0.149590253829956
