dataset,experiment,alpha,volume_levelset,volume_one,volume_ot,volume_MVCS,coverage_levelset,coverage_one,coverage_ot,coverage_MVCS,ERT_levelset,ERT_one,ERT_ot,ERT_MVCS,WSC_levelset,WSC_one,WSC_ot,WSC_MVCS,time_levelset,time_one,time_ot,time_MVCS,volume_HDR,coverage_HDR,ERT_HDR,WSC_HDR,time_HDR
house,9,0.1,1.0139289,1.2761253,1.33453411638394,1.1825004816055298,0.910268270120259,0.9130434782608696,0.9241443108233116,0.9084181189537048,0.0288675170926804,0.0543924921580737,0.0524518981294282,0.049773340012976,0.7786885499954224,0.7695852518081665,0.7909836173057556,0.7695852518081665,0.0251264572143554,0.0089144706726074,0.4678516387939453,0.159797191619873,1.191345453262329,0.908880650997162,0.029783817692876,0.8090909123420715,917.505199432373
rf1,5,0.1,0.27325228,0.5802833,0.5590279805813133,0.2654718458652496,0.9091903719912472,0.9026258205689278,0.8905908096280087,0.8884026408195496,0.0144334422527673,0.1325743229891855,0.0463916443779126,0.0898817119144258,0.717391312122345,0.550000011920929,0.717391312122345,0.5652173757553101,0.0249116420745849,0.0071697235107421,17.041473150253296,0.1080090999603271,0.447050541639328,0.8949671983718872,0.060369913023828,0.6804123520851135,447.7365584373474
rf1,6,0.1,0.28139597,0.57214516,0.4784992848296496,0.2764070332050323,0.9026258205689278,0.888402625820569,0.888402625820569,0.8884026408195496,-0.0214627949645882,0.1174959585186039,0.0658608147770565,0.1091563206409639,0.77173912525177,0.4946236610412597,0.6595744490623474,0.4946236610412597,0.0231945514678955,0.0062592029571533,14.274401664733888,0.0647351741790771,0.4681899845600128,0.9048140048980712,0.0468408188017855,0.7368420958518982,456.9892973899841
house,1,0.05,1.2849513,1.6551898,1.79546782536309,1.3513069152832031,0.962072155411656,0.9551341350601296,0.95790934320074,0.9505087733268738,0.0150296252364578,0.02896053154213,0.0341330996554173,0.030947848896369,0.8256880640983582,0.78899085521698,0.8073394298553467,0.7798165082931519,0.0194242000579834,0.0120058059692382,0.412386417388916,0.1189358234405517,1.5003312826156616,0.9546716213226318,0.0078153124797814,0.8264462947845459,1935.7239689826963
house,7,0.05,1.1963496,1.5312518,1.7190339806678274,1.3900372982025146,0.9514338575393154,0.9412580943570767,0.9491211840888066,0.9532840251922609,0.0146607475748636,0.0467591569821804,0.0352408957440852,0.0385313551090055,0.8165137767791748,0.7064220309257507,0.7431192398071289,0.8141592741012573,0.0142059326171875,0.0059947967529296,0.4744727611541748,0.1349411010742187,1.5071901082992554,0.9620721340179444,0.0231239904373687,0.853210985660553,3933.568788766861
house,3,0.05,1.270106,1.6453284,1.945660197634734,1.3769655227661133,0.9588344125809436,0.9574468085106383,0.9551341350601296,0.9560592174530028,0.0195559675086962,0.0427807779848376,0.0399679310355354,0.0358010499784918,0.8389830589294434,0.734375,0.7155963182449341,0.7606837749481201,0.0135548114776611,0.0091242790222167,0.4594457149505615,0.149590253829956,1.4593127965927124,0.9629971981048584,0.0091179202227176,0.8584070801734924,894.2113258838654
house,8,0.05,1.2077558,1.5978158,1.708569422837787,1.4663852453231812,0.9403330249768732,0.950508788159112,0.9398704902867716,0.9551341533660888,0.0107776256965954,0.0347383717630868,0.0285803201562395,0.0309398307892878,0.8018018007278442,0.7387387156486511,0.7297297120094299,0.7727272510528564,0.0158503055572509,0.0065429210662841,0.4715535640716553,0.1613023281097412,1.427335262298584,0.9518963694572448,0.0074421607817619,0.8256880640983582,881.7925801277161
house,0,0.05,1.1537422,1.5556908,1.796206336078061,1.3017631769180298,0.9398704902867716,0.9518963922294172,0.9486586493987048,0.9440333247184752,0.017953337617706,0.0310322092333175,0.0288614137288584,0.0285464275454028,0.7822580933570862,0.7798165082931519,0.7966101765632629,0.7837837934494019,0.0147936344146728,0.0065760612487792,0.4658186435699463,0.16357421875,1.373107671737671,0.9505087733268738,0.0187848591344889,0.780701756477356,1848.185917377472
house,6,0.05,1.1779957,1.564282,1.6654398882922476,1.332037091255188,0.9491211840888066,0.9481961147086032,0.9509713228492136,0.9477335810661316,0.0312208143537114,0.0466218728509994,0.0408321636445905,0.0400054577095975,0.805084764957428,0.7017543911933899,0.6972476840019226,0.7431192398071289,0.0186758041381835,0.0089614391326904,0.5312645435333252,0.1489768028259277,1.4827210903167725,0.957446813583374,0.009390242729177,0.8256880640983582,1006.392247915268
rf1,7,0.1,0.28571388,0.60840136,0.559656178902549,0.277120441198349,0.9135667396061268,0.901531728665208,0.9026258205689278,0.9113785624504088,0.01947878323639,0.1170612034808835,0.0100942857013638,0.1137669042403337,0.739130437374115,0.532608687877655,0.739130437374115,0.52173912525177,0.0201714038848876,0.0053317546844482,16.75757646560669,0.0514094829559326,0.4767201244831085,0.9321662783622742,0.0570924330464943,0.79347825050354,442.5280706882477
house,9,0.05,1.2653003,1.7125353,2.156791151921223,1.7082881927490234,0.9602220166512488,0.9625346901017576,0.967622571692877,0.9629971981048584,0.0210934763487335,0.0283583601099136,0.0275243851697717,0.0338560719044609,0.8165137767791748,0.7981651425361633,0.8256880640983582,0.8230088353157043,0.019824743270874,0.0112106800079345,0.4696543216705322,0.1638128757476806,1.5440462827682495,0.9634597301483154,0.0129503553516391,0.8256880640983582,879.7365026473999
rf1,1,0.1,0.27574348,0.5906051,0.511595964570102,0.2615545988082886,0.8949671772428884,0.8894967177242888,0.8982494529540481,0.8807439804077148,0.0498901170932057,0.1030709299433877,0.0314826229932479,0.083580145985917,0.70652174949646,0.4947368502616882,0.7234042286872864,0.47826087474823,0.0488388538360595,0.0090000629425048,4.843329429626465,0.1836414337158203,0.4277291893959045,0.8971553444862366,0.0290854564852981,0.7368420958518982,434.3158843517304
casp,6,0.1,1.298915,1.5829954,1.5542582561242353,1.305431842803955,0.90074333187582,0.9035854831657192,0.8944031482291211,0.9005246758460999,0.0117615755126813,0.041145994938316,0.0497151092075739,0.0242248551640375,0.8253275156021118,0.8251599073410034,0.7779960632324219,0.8275108933448792,0.0393688678741455,0.0149629116058349,2.0486807823181152,0.3152248859405517,1.337342381477356,0.900743305683136,0.0164858062127241,0.8311688303947449,2056.1505856513977
casp,0,0.1,1.3745311,1.5937122,1.551259282566181,1.305246353149414,0.8994315697420201,0.8996501967643201,0.9011805859204196,0.8952776789665222,0.0205052223688042,0.0508538787117592,0.0463063766211376,0.0205093382302064,0.8099352121353149,0.7973856329917908,0.8056768774986267,0.8082788586616516,0.0399518013000488,0.0153732299804687,2.08050799369812,0.3218212127685547,1.3230782747268677,0.9011805653572084,0.0219953441944298,0.837067186832428,1916.2269990444183
casp,4,0.1,1.4777408,1.6263496,1.538038100198546,1.3449389934539795,0.9029296020988196,0.9024923480542196,0.9000874508089199,0.9033668637275696,0.0278979374645666,0.0531702463008029,0.0435937007385154,0.0365978759687922,0.8308026194572449,0.8025209903717041,0.811279833316803,0.8209607005119324,0.0400731563568115,0.0137174129486083,2.053822755813598,0.3305134773254394,1.2820149660110474,0.900961935520172,0.0118067254622278,0.8378947377204895,2115.397214651108
rf1,3,0.1,0.29555616,0.5983963,0.5651841818561568,0.2836376428604126,0.9135667396061268,0.8949671772428884,0.9299781181619255,0.891684889793396,0.0409367818184702,0.1039356389518458,0.0374515259365401,0.0925563096255645,0.75,0.5531914830207825,0.782608687877655,0.563829779624939,0.0500097274780273,0.0093147754669189,4.8462560176849365,0.1760663986206054,0.4707127511501312,0.8960612416267395,0.0260301517050079,0.717391312122345,460.5327281951904
house,4,0.05,1.2415696,1.5440122,1.8942494007485733,1.3232197761535645,0.9588344125809436,0.9551341350601296,0.9500462534690102,0.9495837092399596,0.0116595101152827,0.0236393448004577,0.0328834189036253,0.0341821756583214,0.8407079577445984,0.7706422209739685,0.7339449524879456,0.7857142686843872,0.0171306133270263,0.0096192359924316,0.460587739944458,0.1643648147583007,1.551998257637024,0.9648473858833312,0.017945010220461,0.8656716346740723,911.2693526744844
casp,2,0.1,1.2933257,1.563354,1.5036958237272589,1.2980369329452517,0.9090511587232182,0.9000874508089199,0.8952776563183209,0.9000874757766724,0.0078709704942285,0.0462619931893612,0.0440310917859543,0.0208996770566405,0.846960186958313,0.7878788113594055,0.811965823173523,0.7925764322280884,0.0409767627716064,0.0154423713684082,2.0451972484588623,0.3355278968811035,1.365833401679993,0.9101442694664,0.0169647265831888,0.8427947759628296,2302.835577249527
house,5,0.05,1.2935764,1.6842792,1.8000380776669336,1.422419786453247,0.9481961147086032,0.9472710453283996,0.9444958371877892,0.9463459849357604,0.0214201130475758,0.0436703496055376,0.0388178987268426,0.03760874138339,0.778761088848114,0.752293586730957,0.7155963182449341,0.7614678740501404,0.02667236328125,0.0121741294860839,0.5627148151397705,0.1839025020599365,1.4103944301605225,0.9500462412834167,-0.0007430911701439,0.8440366983413696,942.0561044216156
rf1,0,0.1,0.29133886,0.5897856,0.4532702699531526,0.2887268960475921,0.926695842450766,0.9048140043763676,0.899343544857768,0.9157549142837524,0.043535716178746,0.115956297456513,0.0477115306483155,0.1061106263513873,0.79347825050354,0.5263158082962036,0.72826087474823,0.54347825050354,0.0551376342773437,0.0194060802459716,28.03001928329468,0.1728639602661132,0.4663122892379761,0.9299781322479248,0.0461430550795564,0.7857142686843872,475.06302642822266
rf1,4,0.1,0.27435634,0.5808844,0.587924581183245,0.2726640105247497,0.9048140043763676,0.8894967177242888,0.8862144420131292,0.9070022106170654,0.045725101567901,0.1194607683082231,0.0144226232162289,0.0872911909768612,0.7052631378173828,0.532608687877655,0.7204301357269287,0.6413043737411499,0.0522933006286621,0.0159337520599365,32.49135661125183,0.2704639434814453,0.4814247488975525,0.9157549142837524,0.0455245448785208,0.75,495.33872056007385
rf1,8,0.1,0.27420425,0.5811,0.5010381867637846,0.2880365550518036,0.9004376367614879,0.8851203501094091,0.9026258205689278,0.9157549142837524,0.0127016227782069,0.1212346227678859,0.0279817509334781,0.1061178327845158,0.7368420958518982,0.4456521868705749,0.7142857313156128,0.5652173757553101,0.0211102962493896,0.0052976608276367,35.00525879859924,0.0554509162902832,0.4429280459880829,0.8993435502052307,0.0473080027807097,0.717391312122345,448.11742544174194
rf1,2,0.1,0.30660155,0.5922824,0.5293830509650505,0.2750061452388763,0.9070021881838074,0.8971553610503282,0.9146608315098468,0.8927789926528931,0.0358974468011523,0.0963045822638459,0.0126680012086572,0.0846922579179874,0.739130437374115,0.5319148898124695,0.7676767706871033,0.5161290168762207,0.0611414909362793,0.0143289566040039,30.6240234375,0.2586953639984131,0.4456589221954345,0.882932186126709,0.0558133716462417,0.6559139490127563,467.01439476013184
rf1,6,0.05,0.32482684,0.85608673,0.4855344224159125,0.3176880478858948,0.962800875273523,0.9452954048140044,0.9354485776805253,0.949671745300293,0.0037272645375867,0.0687924178364054,0.0289947792373175,0.0343421661523786,0.804347813129425,0.5,0.6521739363670349,0.695652186870575,0.0200238227844238,0.0069515705108642,13.36715531349182,0.064908742904663,0.555270791053772,0.9660831689834596,0.0127941007292865,0.7916666865348816,458.6322047710418
rf1,7,0.05,0.3221159,0.7873668,0.5656216473399017,0.3098371922969818,0.9540481400437636,0.9442013129102844,0.9617067833698032,0.9660831689834596,0.0305086217355794,0.0733039170315707,0.0125893312016528,0.0470191645756831,0.7200000286102295,0.4565217494964599,0.804347813129425,0.717391312122345,0.0160048007965087,0.0050961971282958,2.840435266494751,0.0512053966522216,0.6096783876419067,1.0,0.0500000119209289,1.0,398.76457047462463
rf1,5,0.05,0.3132765,0.9154129,0.584408327782089,0.3275760114192962,0.9595185995623632,0.9518599562363238,0.9617067833698032,0.9595186114311218,0.0078736642742345,0.0678148170122547,0.0185005787885962,0.0510826955519946,0.782608687877655,0.5869565010070801,0.760869562625885,0.739130437374115,0.0230841636657714,0.0061376094818115,17.954131841659546,0.0741889476776123,0.5879420042037964,1.0,0.0500000119209289,1.0,443.91025400161743
casp,1,0.1,1.3141389,1.5042057,1.408827979595994,1.2707250118255615,0.8882815916047223,0.8854394403148229,0.8860953213817228,0.8889374732971191,0.020160933907244,0.0439018059534038,0.0461325580839906,0.0162235974493495,0.8056155443191528,0.769565224647522,0.7782608866691589,0.8132780194282532,0.0403716564178466,0.0163652896881103,2.0019307136535645,0.3613312244415283,1.3055007457733154,0.8935286402702332,0.006386190990629,0.8269230723381042,2072.3957846164703
casp,5,0.1,1.393175,1.5409371,1.600305474684344,1.2636957168579102,0.8987756886751203,0.8874070835155226,0.8915609969392216,0.8876256942749023,0.0264121245893729,0.0557971122823598,0.0467446319304094,0.0266681511431693,0.8013100624084473,0.774193525314331,0.7821229100227356,0.807860255241394,0.0409069061279296,0.0139927864074707,1.9737861156463623,0.3574166297912597,1.2900371551513672,0.8968080282211304,0.0083053901938996,0.8224101662635803,2011.1695713996887
rf1,9,0.1,0.2746137,0.66948,0.5997734056088734,0.2808963656425476,0.8894967177242888,0.924507658643326,0.9201312910284464,0.9179431200027466,0.0608166708657313,0.0971452736692772,0.0356728693719226,0.0886242880761383,0.6702127456665039,0.6847826242446899,0.77173912525177,0.6413043737411499,0.0233001708984375,0.0075693130493164,5.872937679290772,0.0658402442932128,0.4740546643733978,0.9398249387741088,0.0556068168247396,0.7864077687263489,474.9820868968964
rf2,0,0.1,0.50396043,0.86070603,0.981648844588748,0.573971152305603,0.9223194748358862,0.9004376367614879,0.912472647702407,0.92231947183609,0.0547012730274144,0.1216513687716885,0.0641169896421006,0.0945283313187823,0.77173912525177,0.7368420958518982,0.7634408473968506,0.75,0.0275721549987792,0.0080122947692871,30.57523488998413,0.0642204284667968,0.4343249797821045,0.9157549142837524,0.0474629332652315,0.739130437374115,428.61208415031433
rf2,1,0.1,0.29755807,0.56623554,0.7595956074103271,0.317182183265686,0.9026258205689278,0.8829321663019694,0.924507658643326,0.8687089681625366,0.0024223929230947,0.0892752167799591,0.0481510987577012,0.0846754425675677,0.7368420958518982,0.704081654548645,0.760869562625885,0.6630434989929199,0.0249137878417968,0.0059649944305419,16.810702800750732,0.0747346878051757,0.439353197813034,0.9113785624504088,0.04833845296207,0.75,462.6194109916687
casp,7,0.1,1.3268638,1.5642403,1.5759245357551288,1.2455028295516968,0.8952776563183209,0.9055531263664188,0.9134236991692172,0.891560971736908,0.0297294557959376,0.0413215767958515,0.038348422702121,0.0200704086752684,0.8122270703315735,0.8165938854217529,0.8165938854217529,0.7904967665672302,0.0419542789459228,0.0144400596618652,1.956620693206787,0.3184010982513428,1.273187279701233,0.9013991951942444,0.0064290101856784,0.843137264251709,1889.198264360428
rf1,8,0.05,0.30806607,0.88107586,0.5132150480779921,0.3005463778972626,0.962800875273523,0.9474835886214442,0.9726477024070022,0.9485777020454408,0.0104089451088158,0.0643169484474648,0.0256032051592268,0.0574545209181456,0.782608687877655,0.47826087474823,0.804347813129425,0.5714285969734192,0.0224783420562744,0.0068049430847167,15.741379022598268,0.0550119876861572,0.5116448402404785,0.949671745300293,0.0373242105713536,0.6739130616188049,427.5192391872406
rf2,2,0.1,0.348758,0.69157684,0.8781771430339299,0.3625361323356628,0.9135667396061268,0.9004376367614879,0.9212253829321664,0.8884026408195496,0.0376172611178388,0.098480767523112,0.064969690105317,0.0656458410580781,0.7473683953285217,0.7157894968986511,0.77173912525177,0.6630434989929199,0.028008222579956,0.0066359043121337,13.57773733139038,0.0734567642211914,0.4403473138809204,0.9146608114242554,0.0544730814242158,0.739130437374115,435.64648032188416
rf2,3,0.1,0.31634918,0.58724606,0.8539718067060645,0.3423932790756225,0.9080962800875274,0.8698030634573304,0.8807439824945296,0.8960612416267395,0.0001945674222546,0.0881691074268256,0.0676190535699913,0.0903597063254588,0.7446808218955994,0.6914893388748169,0.6914893388748169,0.7096773982048035,0.0240006446838378,0.0086743831634521,18.46188163757324,0.0676279067993164,0.4375390708446502,0.9245076775550842,0.0522788860987866,0.75,459.0912036895752
rf2,8,0.1,0.31011334,0.6137198,0.7369944941016642,0.3465591967105865,0.9091903719912472,0.9004376367614879,0.888402625820569,0.9015317559242249,0.0166408507607616,0.0934222193556863,0.0610928987329989,0.0894865935510081,0.7551020383834839,0.7263157963752747,0.6847826242446899,0.7340425252914429,0.0221307277679443,0.0063991546630859,26.53706312179565,0.0534999370574951,0.4448697566986084,0.9037199020385742,0.046613833407901,0.7352941036224365,423.56548261642456
casp,3,0.1,1.4831486,1.6524347,1.62174605246155,1.3394999504089355,0.8985570616528203,0.8979011805859204,0.8979011805859204,0.8985570669174194,0.0095774073738806,0.0458243546552781,0.0454294755000388,0.0283800589973157,0.8209607005119324,0.812636137008667,0.8214285969734192,0.8318777084350586,0.0490500926971435,0.0133495330810546,2.013312339782715,0.4940071105957031,1.3397612571716309,0.9013991951942444,0.0206837696336416,0.8336933255195618,2063.716068029404
rf2,4,0.1,0.33325416,0.64935875,0.90417232211805,0.3381255269050598,0.8927789934354485,0.9070021881838074,0.9135667396061268,0.8741794228553772,0.0439884773769915,0.0956140187168482,0.0433219371755109,0.0645349248969031,0.6914893388748169,0.7311828136444092,0.747474730014801,0.695652186870575,0.0257496833801269,0.0083217620849609,57.44972467422485,0.1069116592407226,0.4354686439037323,0.9256017208099364,0.064966087147172,0.75,2411.116647005081
rf2,5,0.1,0.3303696,0.63934606,0.8174889271402365,0.3559035360813141,0.9080962800875274,0.9004376367614879,0.9037199124726476,0.8949671983718872,0.0363502205223505,0.1111079216876746,0.0429135993673358,0.0923593483235766,0.7448979616165161,0.7204301357269287,0.7473683953285217,0.72826087474823,0.0312554836273193,0.0088636875152587,55.05610537528992,0.0746908187866211,0.4327069818973541,0.9070022106170654,0.0514285834238048,0.70652174949646,443.98933148384094
rf1,1,0.05,0.32455122,0.9521286,0.522770978985544,0.2785229384899139,0.9573304157549234,0.9442013129102844,0.973741794310722,0.9277899265289308,0.011049066775054,0.0662889636222187,0.0270083574613622,0.0498973203895113,0.760869562625885,0.52173912525177,0.8199999928474426,0.5416666865348816,0.0417394638061523,0.0091946125030517,4.759241819381714,0.1723654270172119,0.5040104985237122,0.9442012906074524,0.0145337224235722,0.6739130616188049,431.5046806335449
rf2,7,0.1,0.3173018,0.6113771,0.7932871660744998,0.3400695323944092,0.8905908096280087,0.9037199124726476,0.901531728665208,0.8982494473457336,0.0540371160066815,0.1129298157930474,0.0606029041306089,0.0905614739086279,0.7157894968986511,0.739130437374115,0.6914893388748169,0.70652174949646,0.0265400409698486,0.0076825618743896,35.126054763793945,0.0713589191436767,0.4095706641674042,0.8927789926528931,0.0351720426960663,0.739130437374115,437.651207447052
rf1,3,0.05,0.33030647,0.92843026,0.5808483517957057,0.3199452757835388,0.9584245076586432,0.9431072210065644,0.9573304157549234,0.9463894963264464,0.0182849990951473,0.0631291731430561,0.0206809646165715,0.0419053689979514,0.7708333134651184,0.5625,0.7708333134651184,0.6304348111152649,0.0396051406860351,0.0089445114135742,4.542137622833252,0.1734461784362793,0.6085534691810608,1.0,0.0500000119209289,1.0,457.75939440727234
rf2,6,0.1,0.39923066,0.68444264,0.8899612054312503,0.4232834577560425,0.888402625820569,0.8829321663019694,0.9277899343544858,0.9146608114242554,0.0157497159111702,0.1100450483033057,0.059519622352097,0.0884045059799911,0.7021276354789734,0.6847826242446899,0.7340425252914429,0.71875,0.0334577560424804,0.011695384979248,47.523075342178345,0.0774052143096923,0.4560634791851043,0.8763676285743713,0.031081491874473,0.6881720423698425,419.523672580719
casp,0,0.05,1.7505739,1.9634985,2.228976521729031,1.6198810338974,0.9508089199825098,0.9457804984696108,0.9462177525142108,0.9490599036216736,0.0113907777680808,0.0246841526475084,0.0278522116347855,0.0041337318734344,0.8602620363235474,0.8468084931373596,0.8468084931373596,0.864628791809082,0.0250763893127441,0.0101301670074462,1.9441399574279783,0.3304946422576904,1.6913888454437256,0.948185384273529,0.0061231391284593,0.8558952212333679,2157.183988571167
casp,6,0.05,1.6709775,1.9783815,2.111821114246919,1.6275123357772827,0.9514648010494096,0.9444687363358112,0.9418452120682116,0.9449059963226318,0.0096199295869183,0.0220601247340247,0.0227607475563382,0.0087671774502835,0.8777292370796204,0.8515284061431885,0.8602620363235474,0.8602620363235474,0.0263519287109375,0.0110189914703369,1.976650714874268,0.3147497177124023,1.735542058944702,0.9549628496170044,0.0082864309317401,0.8608695864677429,4032.066274166107
rf2,1,0.05,0.34407595,0.9358321,0.7768692015469073,0.3536216616630554,0.962800875273523,0.9442013129102844,0.9671772428884028,0.9299781322479248,0.0118056897335937,0.0613679292860141,0.0244112266675563,0.0449546662399462,0.782608687877655,0.7222222089767456,0.7966101765632629,0.695652186870575,0.0212805271148681,0.0064115524291992,11.588517665863035,0.0693869590759277,0.5027654767036438,1.0,0.0500000119209289,1.0,906.6733493804932
casp,4,0.05,1.8480879,2.0312614,2.3662008778772696,1.6820857524871826,0.9508089199825098,0.94993441189331,0.954744206383909,0.9547442197799684,0.0113044482092748,0.0249223438223643,0.0235895370213207,0.008505967791837,0.8644067645072937,0.847161591053009,0.8602620363235474,0.8820960521697998,0.0261404514312744,0.011646032333374,1.925057411193848,0.3263585567474365,1.7608060836791992,0.9564931988716124,0.0113899221606561,0.8765957355499268,2012.289383172989
rf2,0,0.05,0.56885695,1.0914897,1.0071138364757852,0.5583611726760864,0.9551422319474836,0.948577680525164,0.9693654266958424,0.9474835991859436,0.0363309992903783,0.0607308072105496,0.0320554952281291,0.0639980869021765,0.7599999904632568,0.717391312122345,0.782608687877655,0.695652186870575,0.0210640430450439,0.0107729434967041,24.152129411697388,0.0639503002166748,0.5055960416793823,1.0,0.0500000119209289,1.0,474.7262406349182
rf1,9,0.05,0.3087506,1.0207062,0.6035908632740463,0.3323618769645691,0.9387308533916848,0.9726477024070022,0.949671772428884,0.9715536236763,0.0301957598944036,0.0484741590534582,0.0137656921969013,0.0391707293294195,0.7083333134651184,0.717391312122345,0.760869562625885,0.739130437374115,0.01875901222229,0.0076112747192382,5.170743703842163,0.0641670227050781,0.5304924845695496,0.9671772718429564,0.033832953159912,0.7799999713897705,433.2738842964173
rf2,8,0.05,0.3576039,0.90792555,0.7683237231685556,0.4020422995090484,0.9606126914660832,0.9551422319474836,0.9518599562363238,0.9595186114311218,0.0029580335906838,0.0563303999211318,0.0251654411360128,0.0485870506085841,0.795918345451355,0.7400000095367432,0.739130437374115,0.739130437374115,0.0170462131500244,0.0058846473693847,33.40961766242981,0.0538685321807861,0.4715651571750641,1.0,0.0500000119209289,1.0,430.6484558582306
casp,2,0.05,1.6041108,1.9332952,2.5257299217627533,1.6512032747268677,0.94971578487101,0.9475295146480104,0.94949715784871,0.9486226439476012,0.0023857194084123,0.0198042153498219,0.0216198809190698,0.0084157562525263,0.8689956068992615,0.8497853875160217,0.8515284061431885,0.864628791809082,0.0264723300933837,0.0110645294189453,1.93538236618042,0.3209896087646484,1.7962357997894287,0.9573677182197572,0.0068220020719751,0.8951964974403381,2106.5189230442047
